device_id,timestamp,heartbeat
watch1,1773226547337,76.0
watch1,1773226552355,75.0
watch1,1773226555433,74.0
watch1,1773226557369,73.0
watch1,1773226561246,73.0
watch1,1773226562256,73.0
watch1,1773226563265,73.0
watch1,1773226564278,73.0
watch1,1773226565289,73.0
watch1,1773226565400,72.0
watch1,1773226567306,72.0
watch1,1773226567401,71.0
watch1,1773226569312,71.0
watch1,1773226570320,71.0
watch1,1773226571326,71.0
watch1,1773226571412,72.0
watch1,1773226573333,72.0
watch1,1773226573418,73.0
watch1,1773226574418,75.0
watch1,1773226575437,76.0
watch1,1773226577341,76.0
watch1,1773226578351,76.0
watch1,1773226579360,76.0
watch1,1773226579441,77.0
watch1,1773226580453,78.0
watch1,1773226582368,78.0
watch1,1773226583375,78.0
watch1,1773226583458,79.0
watch1,1773226584464,78.0
watch1,1773226586382,78.0
watch1,1773226587389,78.0
watch1,1773226587458,77.0
watch1,1773226588481,76.0
watch1,1773226590396,76.0
watch1,1773226591407,76.0
watch1,1773226592421,76.0
watch1,1773226592485,75.0
watch1,1773226594430,75.0
watch1,1773226595439,75.0
watch1,1773226596446,75.0
watch1,1773226597452,75.0
watch1,1773226598460,75.0
watch1,1773226598501,77.0
watch1,1773226599505,78.0
watch1,1773226600525,79.0
watch1,1773226602467,79.0
watch1,1773226602519,80.0
watch1,1773226603525,81.0
watch1,1773226605479,81.0
watch1,1773226606487,81.0
watch1,1773226607493,81.0
watch1,1773226608500,81.0
watch1,1773226609507,81.0
watch1,1773226610518,81.0
watch1,1773226611529,81.0
watch1,1773226611545,80.0
watch1,1773226613545,80.0
watch1,1773226614554,80.0
watch1,1773226615561,80.0
watch1,1773226616556,79.0
watch1,1773226616568,80.0
watch1,1773226620560,78.0
