timestamp,device_id,heartbeat,baseline,diff,abs_diff,game_phase,current_turn,control_mode,random_extreme,target_watch,is_target,rpm,direction,source_timestamp,collapse
1785318244332,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318243892,
1785318244332,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243337,
1785318244332,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243496,
1785318244332,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243892,
1785318244349,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318243892,
1785318244349,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243337,
1785318244349,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243496,
1785318244349,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318243892,
1785318245812,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318245107,
1785318245812,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318245812,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318245812,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318245825,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318245107,
1785318245825,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318245825,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318245825,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318245107,
1785318247631,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318246622,
1785318247631,watch2,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318247345,
1785318247631,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318246622,
1785318247631,watch4,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318247174,
1785318248664,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318248174,
1785318248664,watch2,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318247345,
1785318248664,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318248664,watch4,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318248826,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318248174,
1785318248826,watch2,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318247345,
1785318248826,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318248826,watch4,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318250304,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318249536,
1785318250304,watch2,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318249536,
1785318250304,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318250304,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318249144,
1785318250337,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318249536,
1785318250337,watch2,66,68,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318249536,
1785318250337,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,10,a,1785318248174,
1785318250337,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,10,a,1785318249144,
1785318252096,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,20,a,1785318251714,
1785318252096,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,20,a,1785318250344,
1785318252096,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,20,a,1785318251097,
1785318252096,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,20,a,1785318251097,
1785318252140,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,20,a,1785318251714,
1785318252140,watch2,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,20,a,1785318250344,
1785318252140,watch3,67,69,-2,2,playing,watch1,attack_challenge,,watch1,False,20,a,1785318251097,
1785318252140,watch4,67,68,-1,1,playing,watch1,attack_challenge,,watch1,False,20,a,1785318251097,
1785318253356,watch1,67,70,-3,3,playing,watch1,attack_challenge,,watch1,True,10,a,1785318251714,
1785318253356,watch2,68,68,0,0,playing,watch1,attack_challenge,,watch1,False,10,a,1785318252351,
