device_id,timestamp,heartbeat
watch1,1776064132526,85.0
watch1,1776064136552,86.0
watch1,1776064140593,85.0
watch1,1776064145641,84.0
watch1,1776064153724,85.0
watch1,1776064155719,86.0
watch1,1776064159816,87.0
watch1,1776064161809,89.0
watch1,1776064162820,90.0
watch1,1776064166822,87.0
watch1,1776064168844,86.0
watch1,1776064170846,85.0
watch1,1776064184493,85.0
watch1,1776064198696,85.0
watch1,1776064199727,85.0
watch1,1776064200747,85.0
watch1,1776064201781,85.0
watch1,1776064202809,85.0
watch1,1776064203848,85.0
watch1,1776064204863,85.0
watch1,1776064205607,87.0
watch1,1776064206895,87.0
watch1,1776064207658,85.0
watch1,1776064208932,85.0
watch1,1776064209687,84.0
watch1,1776064213706,83.0
watch1,1776064215818,84.0
watch1,1776064217007,84.0
watch1,1776064218031,84.0
watch1,1776064219047,84.0
watch1,1776064219779,86.0
watch1,1776064221087,86.0
watch1,1776064222110,86.0
watch1,1776064223127,86.0
watch1,1776064224154,86.0
watch1,1776064225182,86.0
watch1,1776064226236,86.0
watch1,1776064227269,86.0
watch1,1776064232959,85.0
watch1,1776064234876,84.0
watch1,1776064236914,86.0
watch1,1776064238941,87.0
watch1,1776064240961,88.0
watch1,1776064242325,88.0
watch1,1776064243376,88.0
watch1,1776064244403,88.0
watch1,1776064245432,88.0
watch1,1776064246452,88.0
watch1,1776064247485,88.0
watch1,1776064248008,87.0
watch1,1776064249528,87.0
watch1,1776064250044,85.0
watch1,1776064251577,85.0
watch1,1776064252070,86.0
watch1,1776064253618,86.0
watch1,1776064254640,86.0
watch1,1776064255656,86.0
watch1,1776064256126,85.0
watch1,1776064257695,85.0
watch1,1776064258137,86.0
watch1,1776064259748,86.0
watch1,1776064260798,86.0
watch1,1776064261825,86.0
watch1,1776064262161,85.0
watch1,1776064263182,86.0
watch1,1776064264893,86.0
watch1,1776064265213,87.0
watch1,1776064266929,87.0
watch1,1776064267244,86.0
watch1,1776064268972,86.0
watch1,1776064269283,85.0
watch1,1776064271008,85.0
watch1,1776064271290,84.0
watch1,1776064273040,84.0
watch1,1776064274074,84.0
watch1,1776064275151,84.0
watch1,1776064276201,84.0
watch1,1776064277220,84.0
watch1,1776064277369,86.0
watch1,1776064279280,86.0
watch1,1776064280298,86.0
watch1,1776064281328,86.0
watch1,1776064282359,86.0
watch1,1776064283370,86.0
watch1,1776064284416,86.0
watch1,1776064284438,85.0
watch1,1776064286449,85.0
watch1,1776064286464,86.0
watch1,1776064287478,86.0
watch1,1776064288558,86.0
watch1,1776064289656,86.0
watch1,1776064290490,87.0
watch1,1776064291795,87.0
watch1,1776064292518,88.0
watch1,1776064294003,88.0
watch1,1776064294566,89.0
watch1,1776064296146,89.0
watch1,1776064297249,89.0
watch1,1776064298324,89.0
watch1,1776064298602,88.0
watch1,1776064300491,88.0
watch1,1776064301606,88.0
watch1,1776064302675,88.0
watch1,1776064303643,89.0
watch1,1776064304812,89.0
watch1,1776064305710,87.0
watch1,1776064306928,87.0
watch1,1776064308044,87.0
watch1,1776064309108,87.0
watch1,1776064309706,86.0
watch1,1776064311190,86.0
watch1,1776064312252,86.0
watch1,1776064313290,86.0
watch1,1776064313744,87.0
watch1,1776064315319,87.0
watch1,1776064316360,87.0
watch1,1776064317388,87.0
watch1,1776064317808,86.0
watch1,1776064319473,86.0
watch1,1776064320517,86.0
watch1,1776064321570,86.0
watch1,1776064322638,86.0
watch1,1776064323656,86.0
watch1,1776064324688,86.0
watch1,1776064324901,87.0
watch1,1776064326768,87.0
watch1,1776064327843,87.0
watch1,1776064328881,87.0
watch1,1776064329917,87.0
watch1,1776064330940,86.0
watch1,1776064330943,87.0
watch1,1776064332019,86.0
watch1,1776064332974,87.0
watch1,1776064334127,87.0
watch1,1776064334983,86.0
watch1,1776064336197,86.0
watch1,1776064337053,88.0
watch1,1776064338020,89.0
watch1,1776064339375,89.0
watch1,1776064340054,92.0
watch1,1776064341427,92.0
watch1,1776064342088,91.0
watch1,1776064343473,91.0
watch1,1776064344132,90.0
watch1,1776064345580,90.0
watch1,1776064346142,89.0
watch1,1776064347642,89.0
watch1,1776064348173,88.0
watch1,1776064349715,88.0
watch1,1776064350797,88.0
watch1,1776064351874,88.0
watch1,1776064352207,86.0
watch1,1776064353988,86.0
watch1,1776064354253,85.0
watch1,1776064356051,85.0
watch1,1776064356302,84.0
watch1,1776064358119,84.0
watch1,1776064359175,84.0
watch1,1776064360206,84.0
watch1,1776064360308,83.0
watch1,1776064361342,82.0
watch1,1776064363308,82.0
watch1,1776064364364,82.0
watch1,1776064365382,83.0
watch1,1776064366526,83.0
watch1,1776064367409,82.0
watch1,1776064368675,82.0
watch1,1776064369422,83.0
watch1,1776064370735,83.0
watch1,1776064371456,84.0
watch1,1776064372771,84.0
watch1,1776064373476,86.0
watch1,1776064374886,86.0
watch1,1776064375498,88.0
watch1,1776064376959,88.0
watch1,1776064380536,87.0
watch1,1776064382566,86.0
watch1,1776064384585,85.0
watch1,1776064388641,86.0
watch1,1776064392685,87.0
watch1,1776064401773,88.0
watch1,1776064403795,89.0
watch1,1776064405827,90.0
watch1,1776064409862,89.0
watch1,1776064413977,88.0
watch1,1776064414918,87.0
watch1,1776064418961,86.0
watch1,1776064420989,85.0
watch1,1776064425032,86.0
watch1,1776064429266,87.0
watch1,1776064433142,90.0
watch1,1776064434133,91.0
watch1,1776064436149,92.0
watch1,1776064442207,91.0
watch1,1776064444238,89.0
watch1,1776064446272,88.0
watch1,1776064448331,87.0
watch1,1776064450372,86.0
watch1,1776064451334,85.0
watch1,1776064455577,84.0
