timestamp,device_id,heartbeat,baseline,diff,abs_diff,game_phase,current_turn,control_mode,random_extreme,target_watch,is_target,rpm,direction,source_timestamp,collapse
1785319806298,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319805829,
1785319806298,watch3,73,69,4,4,playing,watch2,attack_challenge,,watch2,False,20,c,1785319805829,
1785319806298,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319805829,
1785319806331,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319805829,
1785319806331,watch3,73,69,4,4,playing,watch2,attack_challenge,,watch2,False,20,c,1785319805829,
1785319806331,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319805829,
1785319807420,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319806456,
1785319807420,watch3,73,69,4,4,playing,watch2,attack_challenge,,watch2,False,20,c,1785319806932,
1785319807420,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319806932,
1785319807494,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319806456,
1785319807494,watch3,73,69,4,4,playing,watch2,attack_challenge,,watch2,False,20,c,1785319806932,
1785319807494,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319806932,
1785319808544,watch2,73,68,5,5,playing,watch2,attack_challenge,,watch2,True,20,c,1785319808469,
1785319808544,watch3,72,69,3,3,playing,watch2,attack_challenge,,watch2,False,20,c,1785319807511,
1785319808544,watch4,74,68,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319808279,
1785319808608,watch2,73,68,5,5,playing,watch2,attack_challenge,,watch2,True,20,c,1785319808469,
1785319808608,watch3,72,69,3,3,playing,watch2,attack_challenge,,watch2,False,20,c,1785319807511,
1785319808608,watch4,74,68,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319808279,
1785319809748,watch2,73,68,5,5,playing,watch3,attack_challenge,,watch3,False,20,c,1785319808469,
1785319809748,watch3,73,69,4,4,playing,watch3,attack_challenge,,watch3,True,20,c,1785319809516,
1785319809748,watch4,74,68,6,6,playing,watch3,attack_challenge,,watch3,False,20,c,1785319808279,
1785319809772,watch2,73,68,5,5,playing,watch3,attack_challenge,,watch3,False,20,c,1785319808469,
1785319809772,watch3,73,69,4,4,playing,watch3,attack_challenge,,watch3,True,20,c,1785319809516,
1785319809772,watch4,74,68,6,6,playing,watch3,attack_challenge,,watch3,False,20,c,1785319808279,
1785319810927,watch2,74,68,6,6,playing,watch4,attack_challenge,,watch4,False,20,c,1785319810470,
1785319810927,watch3,73,69,4,4,playing,watch4,attack_challenge,,watch4,False,20,c,1785319809516,
1785319810927,watch4,74,68,6,6,playing,watch4,attack_challenge,,watch4,True,20,c,1785319810074,
1785319810960,watch2,74,68,6,6,playing,watch4,attack_challenge,,watch4,False,20,c,1785319810470,
1785319810960,watch3,73,69,4,4,playing,watch4,attack_challenge,,watch4,False,20,c,1785319809516,
1785319810960,watch4,74,68,6,6,playing,watch4,attack_challenge,,watch4,True,20,c,1785319810074,
1785319812068,watch2,75,68,7,7,playing,watch4,attack_challenge,,watch4,False,20,c,1785319811494,
1785319812068,watch3,73,69,4,4,playing,watch4,attack_challenge,,watch4,False,20,c,1785319811130,
1785319812068,watch4,74,68,6,6,playing,watch4,attack_challenge,,watch4,True,20,c,1785319811130,
1785319812107,watch2,75,68,7,7,playing,watch4,attack_challenge,,watch4,False,20,c,1785319811494,
1785319812107,watch3,73,69,4,4,playing,watch4,attack_challenge,,watch4,False,20,c,1785319811130,
1785319812107,watch4,74,68,6,6,playing,watch4,attack_challenge,,watch4,True,20,c,1785319811130,
1785319813290,watch2,75,68,7,7,playing,watch1,attack_challenge,,watch4,False,20,c,1785319813243,
1785319813290,watch3,73,69,4,4,playing,watch1,attack_challenge,,watch4,False,20,c,1785319813243,
1785319813290,watch4,74,68,6,6,playing,watch1,attack_challenge,,watch4,True,20,c,1785319812191,
1785319921915,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319921665,
1785319921915,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319921624,
1785319921915,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319921665,
1785319921974,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319921665,
1785319921974,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319921624,
1785319921974,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319921665,
1785319923076,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319922820,
1785319923076,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319922820,
1785319923076,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319922820,
1785319923141,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319922820,
1785319923141,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319922820,
1785319923141,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319922820,
1785319924191,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319923832,
1785319924191,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319923939,
1785319924191,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319923939,
1785319924272,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319923832,
1785319924272,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319923939,
1785319924272,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319923939,
1785319925292,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319925047,
1785319925292,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925047,
1785319925292,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925047,
1785319925399,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319925047,
1785319925399,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925047,
1785319925399,watch4,76,68,8,8,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925047,
1785319926421,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319926154,
1785319926421,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319926154,
1785319926421,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925788,
1785319926595,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319926154,
1785319926595,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319926154,
1785319926595,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319925788,
1785319927566,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319927310,
1785319927566,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319927310,
1785319927566,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319927310,
1785319927797,watch2,74,68,6,6,playing,watch2,attack_challenge,,watch2,True,20,c,1785319927310,
1785319927797,watch3,75,69,6,6,playing,watch2,attack_challenge,,watch2,False,20,c,1785319927310,
1785319927797,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319927310,
1785319928752,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319927825,
1785319928752,watch3,76,69,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319928645,
1785319928752,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319928440,
1785319928921,watch2,75,68,7,7,playing,watch2,attack_challenge,,watch2,True,20,c,1785319927825,
1785319928921,watch3,76,69,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319928645,
1785319928921,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319928440,
1785319929865,watch2,76,68,8,8,playing,watch2,attack_challenge,,watch2,True,20,c,1785319929838,
1785319929865,watch3,76,69,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319928645,
1785319929865,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,20,c,1785319929564,
1785319930061,watch2,76,68,8,8,playing,watch2,attack_challenge,,watch2,True,30,c,1785319929838,
1785319930061,watch3,76,69,7,7,playing,watch2,attack_challenge,,watch2,False,30,c,1785319928645,
1785319930061,watch4,75,68,7,7,playing,watch2,attack_challenge,,watch2,False,30,c,1785319929564,
1785319931040,watch2,76,68,8,8,playing,watch2,attack_challenge,,watch2,True,30,c,1785319929838,
1785319931040,watch3,76,69,7,7,playing,watch2,attack_challenge,,watch2,False,30,c,1785319930633,
1785319931040,watch4,77,68,9,9,playing,watch2,attack_challenge,,watch2,False,30,c,1785319930834,
