timestamp,device_id,heartbeat,baseline,diff,abs_diff,game_phase,current_turn,control_mode,random_extreme,target_watch,is_target,rpm,direction,source_timestamp,collapse,attackers,attack_count,attack_mode,challenge_direction,score,score_change,score_reason,series_id,game_number
1788169997461,watch1,79,74,5,5,playing,watch1,attack_challenge,,watch2,False,10,c,1788169996224,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169997461,watch2,79,79,0,0,playing,watch1,attack_challenge,,watch2,True,10,c,1788169996266,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169997461,watch3,82,82,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1788169996607,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169997461,watch4,107,89,18,18,playing,watch1,attack_challenge,,watch2,False,10,c,1788169994562,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169997586,watch4,106,89,17,17,playing,watch1,attack_challenge,,,False,,,1788169997586,,,,,,0,,,,
1788169998228,watch1,80,74,6,6,playing,watch1,attack_challenge,,,False,,,1788169998228,,,,,,0,,,,
1788169998278,watch2,81,79,2,2,playing,watch1,attack_challenge,,watch2,True,10,c,1788169998278,,,0,attack_challenge,up,0,,,,
1788169998560,watch1,80,74,6,6,playing,watch1,attack_challenge,,watch2,False,10,c,1788169998228,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169998560,watch2,81,79,2,2,playing,watch1,attack_challenge,,watch2,True,10,c,1788169998278,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169998560,watch3,82,82,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1788169997643,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169998560,watch4,106,89,17,17,playing,watch1,attack_challenge,,watch2,False,10,c,1788169997586,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169998594,watch3,83,82,1,1,playing,watch1,attack_challenge,,,False,,,1788169998594,,,,,,0,,,,
1788169999664,watch1,80,74,6,6,playing,watch1,attack_challenge,,watch2,False,10,c,1788169998228,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169999664,watch2,81,79,2,2,playing,watch1,attack_challenge,,watch2,True,10,c,1788169998278,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169999664,watch3,83,82,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1788169998594,,,0,attack_challenge,up,0,,,20260831_185316,1
1788169999664,watch4,106,89,17,17,playing,watch1,attack_challenge,,watch2,False,10,c,1788169998726,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170000234,watch1,79,74,5,5,playing,watch1,attack_challenge,,,False,,,1788170000234,,,,,,0,,,,
1788170000290,watch2,82,79,3,3,playing,watch1,attack_challenge,,watch2,True,10,c,1788170000290,,,0,attack_challenge,up,0,,,,
1788170000594,watch4,94,89,5,5,playing,watch1,attack_challenge,,,False,,,1788170000594,,,,,,0,,,,
1788170000622,watch3,84,82,2,2,playing,watch1,attack_challenge,,,False,,,1788170000622,,,,,,0,,,,
1788170000757,watch1,79,74,5,5,playing,watch1,attack_challenge,,watch2,False,10,c,1788170000234,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170000757,watch2,82,79,3,3,playing,watch1,attack_challenge,,watch2,True,10,c,1788170000290,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170000757,watch3,84,82,2,2,playing,watch1,attack_challenge,,watch2,False,10,c,1788170000622,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170000757,watch4,94,89,5,5,playing,watch1,attack_challenge,,watch2,False,10,c,1788170000594,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170001874,watch1,79,74,5,5,playing,watch1,attack_challenge,,watch2,False,10,c,1788170000234,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170001874,watch2,82,79,3,3,playing,watch1,attack_challenge,,watch2,True,10,c,1788170000290,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170001874,watch3,84,82,2,2,playing,watch1,attack_challenge,,watch2,False,10,c,1788170000622,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170001874,watch4,94,89,5,5,playing,watch1,attack_challenge,,watch2,False,10,c,1788170001856,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170002260,watch1,80,74,6,6,playing,watch1,attack_challenge,,,False,,,1788170002260,,,,,,0,,,,
1788170002319,watch2,83,79,4,4,playing,watch1,attack_challenge,,watch2,True,10,c,1788170002319,,,0,attack_challenge,up,0,,,,
1788170002589,watch4,95,89,6,6,playing,watch1,attack_challenge,,,False,,,1788170002589,,,,,,0,,,,
1788170003096,watch1,80,74,6,6,playing,watch1,attack_challenge,,watch2,False,10,c,1788170002260,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170003096,watch2,83,79,4,4,playing,watch1,attack_challenge,,watch2,True,10,c,1788170002319,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170003096,watch3,84,82,2,2,playing,watch1,attack_challenge,,watch2,False,10,c,1788170002961,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170003096,watch4,95,89,6,6,playing,watch1,attack_challenge,,watch2,False,10,c,1788170002589,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170004248,watch1,80,74,6,6,playing,watch1,attack_challenge,,watch2,False,10,c,1788170004014,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170004248,watch2,83,79,4,4,playing,watch1,attack_challenge,,watch2,True,10,c,1788170004014,,,0,attack_challenge,up,0,,,20260831_185316,1
1788170004248,watch3,84,82,2,2,playing,watch1,attack_challenge,,watch2,False,10,c,1788170004014,,,0,attack_challenge,up,0,,,20260831_185316,1
