device_id,timestamp,heartbeat
watch1,1777358234015,80.0
watch1,1777358255161,79.0
watch1,1777358257189,78.0
watch1,1777358269283,77.0
watch1,1777358271321,76.0
watch1,1777358280393,77.0
watch1,1777358282412,78.0
watch1,1777358284434,77.0
watch1,1777358286467,76.0
watch1,1777358290521,77.0
watch1,1777358292532,78.0
watch1,1777358297589,76.0
watch1,1777358301630,77.0
watch1,1777358303656,78.0
watch1,1777358309719,79.0
watch1,1777358316769,80.0
watch1,1777358322865,79.0
watch1,1777358331922,80.0
watch1,1777358333973,82.0
watch1,1777358338002,83.0
watch1,1777358340021,84.0
watch1,1777358342063,86.0
watch1,1777358346112,84.0
watch1,1777358348138,82.0
watch1,1777358351162,83.0
watch1,1777358353198,84.0
watch1,1777358355258,85.0
watch1,1777358359266,84.0
watch1,1777358361302,83.0
watch1,1777358367360,82.0
watch1,1777358368356,81.0
watch1,1777358372427,82.0
watch1,1777358376476,80.0
watch1,1777358378496,79.0
watch1,1777358380533,77.0
watch1,1777358382525,76.0
watch1,1777358384569,75.0
watch1,1777358393640,76.0
watch1,1777358395672,77.0
watch1,1777358399705,76.0
watch1,1777358401732,75.0
watch1,1777358405833,76.0
watch1,1777358406796,77.0
watch1,1777358414876,78.0
watch1,1777358416912,79.0
watch1,1777358418943,80.0
watch1,1777358424998,79.0
watch1,1777358428012,78.0
watch1,1777358430046,76.0
watch1,1777358434089,75.0
watch1,1777358440148,76.0
watch1,1777358442166,77.0
watch1,1777358445199,76.0
watch1,1777358447230,74.0
watch1,1777358451256,73.0
watch1,1777358459338,74.0
watch1,1777358461371,75.0
watch1,1777358468438,76.0
watch1,1777358470453,77.0
watch1,1777358474499,78.0
watch1,1777358476526,79.0
watch1,1777358478553,81.0
watch1,1777358480587,84.0
watch1,1777358482612,83.0
watch1,1777358483641,85.0
watch1,1777358485647,88.0
watch1,1777358487688,92.0
watch1,1777358489731,91.0
watch1,1777358493776,89.0
watch1,1777358495787,88.0
watch1,1777358497795,87.0
watch1,1777358499836,86.0
watch1,1777358500896,84.0
watch1,1777358502861,83.0
watch1,1777358506899,84.0
watch1,1777358508960,86.0
watch1,1777358512975,85.0
watch1,1777358515004,83.0
watch1,1777358516045,83.0
watch1,1777358517035,81.0
watch1,1777358518069,81.0
watch1,1777358519079,80.0
watch1,1777358519083,81.0
watch1,1777358520086,81.0
watch1,1777358521118,81.0
watch1,1777358522103,83.0
watch1,1777358523154,83.0
watch1,1777358524166,86.0
watch1,1777358525197,86.0
watch1,1777358526149,87.0
watch1,1777358527206,87.0
watch1,1777358528206,88.0
watch1,1777358530228,90.0
watch1,1777358532235,91.0
watch1,1777358534249,90.0
watch1,1777358536385,85.0
watch1,1777358537372,82.0
watch1,1777358539366,79.0
watch1,1777358541373,77.0
watch1,1777358547439,75.0
watch1,1777358550291,75.0
watch1,1777358551305,75.0
watch1,1777358552330,75.0
watch1,1777358553344,75.0
watch1,1777358553489,76.0
watch1,1777358555353,76.0
watch1,1777358556367,76.0
watch1,1777358557376,76.0
watch1,1777358558400,76.0
watch1,1777358558538,75.0
watch1,1777358560430,75.0
watch1,1777358560620,74.0
watch1,1777358562447,74.0
watch1,1777358562809,73.0
watch1,1777358564473,73.0
watch1,1777358565494,73.0
watch1,1777358566508,73.0
watch1,1777358566607,72.0
watch1,1777358568530,72.0
watch1,1777358568648,73.0
watch1,1777358570560,73.0
watch1,1777358571582,73.0
watch1,1777358572598,73.0
watch1,1777358572685,72.0
watch1,1777358574615,72.0
watch1,1777358575641,72.0
watch1,1777358576664,72.0
watch1,1777358576734,73.0
watch1,1777358577779,74.0
watch1,1777358579689,74.0
watch1,1777358580712,74.0
watch1,1777358581744,74.0
watch1,1777358581783,73.0
watch1,1777358583764,73.0
watch1,1777358583797,72.0
watch1,1777358585850,71.0
