device_id,timestamp,heartbeat
watch4,1768547410827,82.0
watch4,1768547411827,82.0
watch4,1768547412827,82.0
watch4,1768547413827,82.0
watch4,1768547414827,82.0
watch4,1768547415827,82.0
watch4,1768547416827,82.0
watch4,1768547417827,82.0
watch4,1768547418827,82.0
watch4,1768547419827,82.0
watch4,1768547420827,82.0
watch4,1768547421827,82.0
watch4,1768547422827,82.0
watch4,1768547423827,82.0
watch4,1768547424827,82.0
watch4,1768547425827,82.0
watch4,1768547426827,82.0
watch4,1768547427827,82.0
watch4,1768547428827,82.0
watch4,1768547429827,82.0
watch4,1768547430827,82.0
watch4,1768547431827,82.0
watch4,1768547432827,82.0
watch4,1768547433827,82.0
watch4,1768547434827,82.0
watch4,1768547435827,82.0
watch4,1768547436827,82.0
watch4,1768547437827,82.0
watch4,1768547438827,82.0
watch4,1768547439827,82.0
watch4,1768547440827,82.0
watch4,1768547441827,82.0
watch4,1768547442827,82.0
watch4,1768547450890,85.0
watch4,1768547451915,86.0
watch4,1768547452915,86.0
watch4,1768547453915,86.0
watch4,1768547454915,86.0
watch4,1768547546879,86.0
watch4,1768547552640,84.0
watch4,1768547711053,93.0
watch4,1768547723836,96.0
watch4,1768547739662,80.0
watch4,1768547740648,82.0
watch4,1768547742806,84.0
watch4,1768547743926,83.0
watch4,1768547771230,79.0
watch4,1768547831071,88.0
watch4,1768547861070,91.0
watch4,1768547863107,92.0
watch4,1768547865162,91.0
watch4,1768547867213,90.0
watch4,1768547939749,86.0
watch4,1768547950822,85.0
watch4,1768548051464,84.0
watch4,1768548055462,85.0
watch4,1768548057481,86.0
watch4,1768548060516,85.0
watch4,1768548062512,84.0
watch4,1768548064608,83.0
watch4,1768548066608,85.0
watch4,1768548078639,80.0
watch4,1768548080087,81.0
watch4,1768548081678,83.0
watch4,1768548084374,85.0
watch4,1768548190870,87.0
watch4,1768548202161,90.0
watch4,1768548203243,91.0
watch4,1768548205264,93.0
watch4,1768548210341,94.0
watch4,1768548212347,92.0
watch4,1768548216352,90.0
watch4,1768548229423,94.0
watch4,1768548233485,93.0
watch4,1768548235473,92.0
watch4,1768548237262,90.0
watch4,1768548251007,92.0
watch4,1768548256883,98.0
watch4,1768548259027,95.0
watch4,1768548260927,93.0
watch1,1768547401383,79.0
watch1,1768547402383,79.0
watch1,1768547403383,79.0
watch1,1768547404383,79.0
watch1,1768547405383,79.0
watch1,1768547406383,79.0
watch1,1768547407383,79.0
watch1,1768547408383,79.0
watch1,1768547409383,79.0
watch1,1768547410383,79.0
watch1,1768547411383,79.0
watch1,1768547412383,79.0
watch1,1768547413383,79.0
watch1,1768547414383,79.0
watch1,1768547415383,79.0
watch1,1768547416383,79.0
watch1,1768547417383,79.0
watch1,1768547418383,79.0
watch1,1768547419383,79.0
watch1,1768547420383,79.0
watch1,1768547421383,79.0
watch1,1768547422383,79.0
watch1,1768547423383,79.0
watch1,1768547436435,89.0
watch1,1768547437403,86.0
watch1,1768547438428,84.0
watch1,1768547438403,86.0
watch1,1768547439428,84.0
watch1,1768547441412,80.0
watch1,1768547442412,80.0
watch1,1768547443412,80.0
watch1,1768547444412,80.0
watch1,1768547445412,80.0
watch1,1768547446412,80.0
watch1,1768547447412,80.0
watch1,1768547448412,80.0
watch1,1768547449412,80.0
watch1,1768547450412,80.0
watch1,1768547451412,80.0
watch1,1768547452412,80.0
watch1,1768547456416,70.0
watch1,1768547556424,75.0
watch1,1768547637366,90.0
watch1,1768547677667,85.0
watch1,1768547682434,84.0
watch1,1768547696500,88.0
watch1,1768547757782,90.0
watch1,1768547768390,87.0
watch1,1768547770284,89.0
watch1,1768547775315,88.0
watch1,1768547792074,83.0
watch1,1768547869728,86.0
watch1,1768547870491,92.0
watch1,1768547871501,91.0
watch1,1768547875509,93.0
watch1,1768547900000,94.0
watch1,1768547901237,91.0
watch1,1768547936188,82.0
watch1,1768547935963,78.0
watch1,1768547939064,84.0
watch1,1768547939005,85.0
watch1,1768547997361,85.0
watch1,1768548028430,87.0
watch1,1768548030491,88.0
watch1,1768548057295,87.0
watch1,1768548076682,88.0
watch1,1768548077630,87.0
watch1,1768548079638,89.0
watch1,1768548081676,91.0
watch1,1768548085488,93.0
watch1,1768548086512,91.0
watch1,1768548092335,92.0
watch1,1768548094336,93.0
watch1,1768548100366,93.0
watch1,1768548101370,94.0
watch1,1768548104394,95.0
watch1,1768548106403,96.0
watch1,1768548108410,97.0
watch1,1768548109413,96.0
watch1,1768548110427,95.0
watch1,1768548111428,94.0
watch1,1768548114445,93.0
watch1,1768548120457,92.0
watch1,1768548122487,91.0
watch1,1768548125479,92.0
watch1,1768548127482,93.0
watch1,1768548128505,94.0
watch1,1768548131512,92.0
watch1,1768548132527,91.0
watch1,1768548133545,90.0
watch1,1768548134567,89.0
watch1,1768548136556,88.0
watch1,1768548138567,89.0
watch1,1768548142586,88.0
watch1,1768548143595,85.0
watch1,1768548145606,84.0
watch1,1768548146750,83.0
watch1,1768548147630,81.0
watch1,1768548150645,80.0
watch1,1768548151660,79.0
watch1,1768548153678,78.0
watch1,1768548155673,79.0
watch1,1768548156686,81.0
watch1,1768548157695,83.0
watch1,1768548159804,85.0
watch1,1768548160697,88.0
watch1,1768548161717,91.0
watch1,1768548162728,92.0
watch1,1768548164736,95.0
watch1,1768548165747,97.0
watch1,1768548170763,98.0
watch1,1768548174767,97.0
watch1,1768548175814,96.0
watch1,1768548176791,97.0
watch1,1768548178806,96.0
watch1,1768548179832,94.0
watch1,1768548180830,93.0
watch1,1768548181836,91.0
watch1,1768548183864,88.0
watch1,1768548184860,87.0
watch1,1768548185873,86.0
watch1,1768548186893,87.0
watch1,1768548188890,86.0
watch1,1768548190964,88.0
watch1,1768548193938,89.0
watch1,1768548196956,90.0
watch1,1768548198017,89.0
watch1,1768548199028,87.0
watch1,1768548200966,90.0
watch1,1768548203057,87.0
watch1,1768548204014,85.0
watch1,1768548205001,83.0
watch1,1768548209142,84.0
watch1,1768548211100,85.0
watch1,1768548213036,86.0
watch1,1768548214222,87.0
watch1,1768548217095,86.0
watch1,1768548218190,85.0
watch1,1768548219116,82.0
watch1,1768548220140,83.0
watch1,1768548222211,84.0
watch1,1768548224131,87.0
watch1,1768548224293,86.0
watch1,1768548228288,88.0
watch1,1768548229150,89.0
watch1,1768548232283,88.0
watch1,1768548234177,87.0
watch1,1768548236186,86.0
watch1,1768548242214,87.0
watch1,1768548243311,85.0
watch1,1768548245221,84.0
watch1,1768548247240,86.0
watch1,1768548248238,85.0
watch1,1768548250253,86.0
watch1,1768548251315,85.0
watch1,1768548253283,86.0
watch1,1768548255376,84.0
watch1,1768548256371,85.0
watch1,1768548257301,88.0
watch1,1768548259314,92.0
watch1,1768548260398,90.0
watch1,1768548261339,89.0
watch1,1768548262359,91.0
watch1,1768548264357,90.0
watch1,1768548265366,89.0
watch1,1768548266478,88.0
watch1,1768548267382,87.0
watch1,1768548270456,86.0
watch1,1768548271392,85.0
watch1,1768548274448,86.0
watch1,1768548275487,87.0
watch1,1768548276426,88.0
watch1,1768548279442,89.0
watch1,1768548280449,88.0
watch2,1768547402111,91.0
watch2,1768547412146,92.0
watch2,1768547413159,90.0
watch2,1768547414154,88.0
watch2,1768547415154,88.0
watch2,1768547416160,87.0
watch2,1768547418177,87.0
watch2,1768547419172,88.0
watch2,1768547420172,88.0
watch2,1768547421178,90.0
watch2,1768547422178,90.0
watch2,1768547423193,91.0
watch2,1768547424190,92.0
watch2,1768547425190,92.0
watch2,1768547426194,93.0
watch2,1768547428214,92.0
watch2,1768547429214,92.0
watch2,1768547430207,93.0
watch2,1768547431207,93.0
watch2,1768547432207,93.0
watch2,1768547433207,93.0
watch2,1768547434207,93.0
watch2,1768547435207,93.0
watch2,1768547436207,93.0
watch2,1768547437207,93.0
watch2,1768547438207,93.0
watch2,1768547439207,93.0
watch2,1768547440207,93.0
watch2,1768547444251,94.0
watch2,1768547445251,94.0
watch2,1768547446251,94.0
watch2,1768547447251,94.0
watch2,1768547448251,94.0
watch2,1768547449251,94.0
watch2,1768547450251,94.0
watch2,1768547451251,94.0
watch2,1768547452251,94.0
watch2,1768547453251,94.0
watch2,1768547456250,95.0
watch2,1768547545474,97.0
watch2,1768547546474,97.0
watch2,1768547547455,96.0
watch2,1768547552446,95.0
watch2,1768547628631,93.0
watch2,1768547629635,94.0
watch2,1768547630649,93.0
watch2,1768547631644,94.0
watch2,1768547633657,95.0
watch2,1768547634656,96.0
watch2,1768547635668,98.0
watch2,1768547636695,99.0
watch2,1768547639673,101.0
watch2,1768547641682,102.0
watch2,1768547643687,104.0
watch2,1768547644695,105.0
watch2,1768547647689,106.0
watch2,1768547649705,107.0
watch2,1768547650721,117.0
watch2,1768547652711,119.0
watch2,1768547653715,117.0
watch2,1768547654728,115.0
watch2,1768547656724,107.0
watch2,1768547657728,106.0
watch2,1768547658734,105.0
watch2,1768547659746,101.0
watch2,1768547661743,100.0
watch2,1768547662747,99.0
watch2,1768547667757,100.0
watch2,1768547668760,103.0
watch2,1768547670768,105.0
watch2,1768547673789,104.0
watch2,1768547675779,103.0
watch2,1768547680791,104.0
watch2,1768547681790,105.0
watch2,1768547684812,104.0
watch2,1768547685802,105.0
watch2,1768547689810,106.0
watch2,1768547690818,107.0
watch2,1768547691818,109.0
watch2,1768547695832,110.0
watch2,1768547697841,109.0
watch2,1768547698849,108.0
watch2,1768547699842,109.0
watch2,1768547700853,108.0
watch2,1768547701853,110.0
watch2,1768547703876,111.0
watch2,1768547704862,112.0
watch2,1768547705867,114.0
watch2,1768547707874,113.0
watch2,1768547708888,110.0
watch2,1768547709903,108.0
watch2,1768547710895,105.0
watch2,1768547712891,103.0
watch2,1768547713899,104.0
watch2,1768547717939,105.0
watch2,1768547718920,106.0
watch2,1768547719912,110.0
watch2,1768547721925,114.0
watch2,1768547722930,115.0
watch2,1768547723940,116.0
watch2,1768547724930,115.0
watch2,1768547728938,113.0
watch2,1768547732955,114.0
watch2,1768547733955,115.0
watch2,1768547736009,116.0
watch2,1768547737000,117.0
watch2,1768547741011,116.0
watch2,1768547742011,117.0
watch2,1768547745041,118.0
watch2,1768547751029,119.0
watch2,1768547752032,117.0
watch2,1768547754058,116.0
watch2,1768547755042,115.0
watch2,1768547756046,114.0
watch2,1768547757050,113.0
watch2,1768547759072,114.0
watch2,1768547760060,113.0
watch2,1768547762064,116.0
watch2,1768547766068,117.0
watch2,1768547770076,118.0
watch2,1768547771079,117.0
watch2,1768547773096,115.0
watch2,1768547778107,114.0
watch2,1768547779107,113.0
watch2,1768547780108,112.0
watch2,1768547782112,113.0
watch2,1768547783130,112.0
watch2,1768547784119,113.0
watch2,1768547789121,112.0
watch2,1768547791130,111.0
watch2,1768547793167,109.0
watch2,1768547794148,105.0
watch2,1768547796144,103.0
watch2,1768547798149,102.0
watch2,1768547801154,103.0
watch2,1768547802158,104.0
watch2,1768547805179,102.0
watch2,1768547806182,101.0
watch2,1768547810182,100.0
watch2,1768547812191,98.0
watch2,1768547814194,97.0
watch2,1768547815199,98.0
watch2,1768547816206,99.0
watch2,1768547817213,102.0
watch2,1768547819207,106.0
watch2,1768547820211,108.0
watch2,1768547821223,109.0
watch2,1768547824222,110.0
watch2,1768547825224,109.0
watch2,1768547827230,110.0
watch2,1768547830240,111.0
watch2,1768547833243,112.0
watch2,1768547835252,111.0
watch2,1768547836252,109.0
watch2,1768547838257,108.0
watch2,1768547839260,107.0
watch2,1768547840277,108.0
watch2,1768547842270,109.0
watch2,1768547845287,108.0
watch2,1768547848286,109.0
watch2,1768547849288,110.0
watch2,1768547851295,111.0
watch2,1768547852295,113.0
watch2,1768547853300,115.0
watch2,1768547857309,112.0
watch2,1768547858309,105.0
watch2,1768547860176,106.0
watch2,1768547861321,103.0
watch2,1768547862327,97.0
watch2,1768547865347,102.0
watch2,1768547866388,100.0
watch2,1768547868341,102.0
watch2,1768547870370,99.0
watch2,1768547872360,103.0
watch2,1768547874400,106.0
watch2,1768547875364,109.0
watch2,1768547889770,116.0
watch2,1768547899758,120.0
watch2,1768547901923,117.0
watch2,1768547901266,120.0
watch2,1768547931989,107.0
watch2,1768547932072,111.0
watch2,1768547932238,97.0
watch2,1768547932351,99.0
watch2,1768547936350,98.0
watch2,1768547939748,99.0
watch2,1768547942193,101.0
watch2,1768547943196,103.0
watch2,1768547944229,104.0
watch2,1768547945212,105.0
watch2,1768547947216,106.0
watch2,1768547950224,105.0
watch2,1768547953229,103.0
watch2,1768547954238,102.0
watch2,1768547958244,103.0
watch2,1768547959253,104.0
watch2,1768547961249,107.0
watch2,1768547962284,108.0
watch2,1768547963257,111.0
watch2,1768547966263,116.0
watch2,1768547972275,115.0
watch2,1768547973290,119.0
watch2,1768547975283,117.0
watch2,1768547976280,115.0
watch2,1768547977290,114.0
watch2,1768547979294,110.0
watch2,1768547980298,108.0
watch2,1768547985309,110.0
watch2,1768547986304,111.0
watch2,1768547987307,110.0
watch2,1768547989323,115.0
watch2,1768547990328,120.0
watch2,1768547991329,121.0
watch2,1768547993335,123.0
watch2,1768547994338,124.0
