timestamp,device_id,heartbeat,baseline,diff,abs_diff,game_phase,current_turn,control_mode,random_extreme,target_watch,is_target,rpm,direction,source_timestamp,collapse,attackers,attack_count,attack_mode,challenge_direction,score,score_change,score_reason,series_id,game_number
1786956188497,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956187251,,,0,,,0,,,20260817_174246,1
1786956189264,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,c,1786956189264,,,0,,,0,,,,
1786956189559,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,c,1786956189264,,,0,,,0,,,20260817_174246,1
1786956190622,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956190521,,,0,,,0,,,20260817_174246,1
1786956191682,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956191534,,,0,,,0,,,20260817_174246,1
1786956192772,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956192541,,,0,,,0,,,20260817_174246,1
1786956193277,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956193277,,,0,,,0,,,,
1786956193883,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956193277,,,0,,,0,,,20260817_174246,1
1786956194992,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956194549,,,0,,,0,,,20260817_174246,1
1786956195292,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956195292,,,0,,,0,,,,
1786956196099,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,c,1786956195292,,,0,,,0,,,20260817_174246,1
1786956197220,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,c,1786956196559,,,0,,,0,,,20260817_174246,1
1786956198280,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956198280,,,0,,,0,,,,
1786956199364,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956198280,,,0,,,0,,,20260817_174246,1
1786956200443,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956199583,,,0,,,0,,,20260817_174246,1
1786956201513,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,a,1786956200590,,,0,,,0,,,20260817_174246,1
1786956202580,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,a,1786956201597,,,0,,,0,,,20260817_174246,1
1786956203302,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956203302,,,0,,,0,,,,
1786956203677,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956203302,,,0,,,0,,,20260817_174246,1
1786956204306,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956204306,,,0,,,0,,,,
1786956204793,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956204306,,,0,,,0,,,20260817_174246,1
1786956205866,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956205615,,,0,,,0,,,20260817_174246,1
1786956206933,watch1,75,69,6,6,playing,watch1,self_fast,,watch1,True,20,a,1786956206622,,,0,,,0,,,20260817_174246,1
1786956207321,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,a,1786956207321,,,0,,,0,,,,
1786956208000,watch1,74,69,5,5,playing,watch1,self_fast,,watch1,True,20,c,1786956207321,,,0,,,0,,,20260817_174246,1
1786956208317,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956208317,,,0,,,0,,,,
1786956209063,watch1,73,69,4,4,playing,watch1,self_fast,,watch1,True,20,c,1786956208317,,,0,,,0,,,20260817_174246,1
1786956209324,watch1,72,69,3,3,playing,watch1,self_fast,,watch1,True,20,c,1786956209324,,,0,,,0,,,,
1786956210182,watch1,72,69,3,3,playing,watch1,self_fast,,watch1,True,10,c,1786956209324,,,0,,,0,,,20260817_174246,1
