device_id,timestamp,heartbeat
watch1,1768546071259,82.0
watch1,1768546072269,83.0
watch1,1768546073269,83.0
watch1,1768546074269,83.0
watch1,1768546075269,83.0
watch1,1768546076438,82.0
watch1,1768546077438,82.0
watch1,1768546078438,82.0
watch1,1768546079438,82.0
watch1,1768546080385,81.0
watch1,1768546081385,81.0
watch1,1768546082385,81.0
watch1,1768546083385,81.0
watch1,1768546084385,81.0
watch1,1768546085385,81.0
watch1,1768546086385,81.0
watch1,1768546087385,81.0
watch1,1768546088385,81.0
watch1,1768546089385,81.0
watch1,1768546090385,81.0
watch1,1768546091385,81.0
watch1,1768546092385,81.0
watch1,1768546093385,81.0
watch1,1768546094385,81.0
watch1,1768546095385,81.0
watch1,1768546096385,81.0
watch1,1768546097496,80.0
watch1,1768546098496,80.0
watch1,1768546099496,80.0
watch1,1768546100496,80.0
watch1,1768546101496,80.0
watch1,1768546102571,81.0
watch1,1768546103571,81.0
watch1,1768546104571,81.0
watch1,1768546105571,81.0
watch1,1768546106596,80.0
watch1,1768546107596,80.0
watch1,1768546108596,80.0
watch1,1768546109711,81.0
watch1,1768546110711,81.0
watch1,1768546111711,81.0
watch1,1768546112711,81.0
watch1,1768546113711,81.0
watch1,1768546114711,81.0
watch1,1768546115711,81.0
watch1,1768546116711,81.0
watch1,1768546117711,81.0
watch1,1768546118711,81.0
watch1,1768546119711,81.0
watch1,1768546120711,81.0
watch1,1768546121711,81.0
watch1,1768546122711,81.0
watch1,1768546123711,81.0
watch1,1768546124711,81.0
watch1,1768546125711,81.0
watch1,1768546126711,81.0
watch1,1768546127711,81.0
watch1,1768546128711,81.0
watch1,1768546129711,81.0
watch1,1768546130711,81.0
watch1,1768546131711,81.0
watch1,1768546132711,81.0
watch1,1768546133711,81.0
watch1,1768546134711,81.0
watch1,1768546135711,81.0
watch1,1768546137371,82.0
watch1,1768546138371,82.0
watch1,1768546139371,82.0
watch1,1768546140371,82.0
watch1,1768546141371,82.0
watch1,1768546142371,82.0
watch1,1768546143371,82.0
watch1,1768546144371,82.0
watch1,1768546145371,82.0
watch1,1768546146371,82.0
watch1,1768546147371,82.0
watch1,1768546148371,82.0
watch1,1768546149371,82.0
watch1,1768546150371,82.0
watch1,1768546151371,82.0
watch1,1768546152371,82.0
watch1,1768546153371,82.0
watch1,1768546154371,82.0
watch1,1768546155371,82.0
watch1,1768546156371,82.0
watch1,1768546157371,82.0
watch1,1768546158371,82.0
watch1,1768546159371,82.0
watch1,1768546160371,82.0
watch1,1768546161371,82.0
watch1,1768546162371,82.0
watch1,1768546163371,82.0
watch1,1768546164371,82.0
watch1,1768546165371,82.0
watch1,1768546166371,82.0
watch1,1768546167371,82.0
watch1,1768546168371,82.0
watch1,1768546169371,82.0
watch1,1768546170371,82.0
watch1,1768546171371,82.0
watch1,1768546172371,82.0
watch1,1768546173371,82.0
watch1,1768546174371,82.0
watch1,1768546175371,82.0
watch1,1768546176371,82.0
watch1,1768546177371,82.0
watch1,1768546178371,82.0
watch1,1768546179371,82.0
watch1,1768546180371,82.0
watch1,1768546181371,82.0
watch1,1768546182371,82.0
watch1,1768546183371,82.0
watch1,1768546184371,82.0
watch1,1768546185371,82.0
watch1,1768546186371,82.0
watch1,1768546187371,82.0
watch1,1768546188371,82.0
watch1,1768546189371,82.0
watch1,1768546190371,82.0
watch1,1768546194501,96.0
watch1,1768546195501,96.0
watch1,1768546196352,94.0
watch1,1768546197346,91.0
watch1,1768546198393,90.0
watch1,1768546199393,90.0
watch1,1768546200447,89.0
watch1,1768546201447,89.0
watch1,1768546202461,88.0
watch1,1768546203461,88.0
watch1,1768546204461,88.0
watch1,1768546205478,89.0
watch1,1768546206478,89.0
watch1,1768546207522,90.0
watch1,1768546208522,90.0
watch1,1768546209522,90.0
watch1,1768546210522,90.0
watch1,1768546211519,89.0
watch1,1768546212530,88.0
watch1,1768546213530,88.0
watch1,1768546214530,88.0
watch1,1768546215530,88.0
watch1,1768546217139,87.0
watch1,1768546218164,88.0
watch1,1768546219164,88.0
watch1,1768546220164,88.0
watch1,1768546221164,88.0
watch1,1768546222164,88.0
watch1,1768546223164,88.0
watch1,1768546224164,88.0
watch1,1768546225164,88.0
watch1,1768546226164,88.0
watch1,1768546227164,88.0
watch1,1768546228164,88.0
watch1,1768546230207,85.0
watch1,1768546231208,84.0
watch1,1768546232208,84.0
watch1,1768546233208,83.0
watch1,1768546234212,84.0
watch1,1768546235212,84.0
watch1,1768546236212,84.0
watch1,1768546237212,84.0
watch1,1768546238212,84.0
watch1,1768546239212,84.0
watch1,1768546240212,84.0
watch1,1768546241212,84.0
watch1,1768546242212,84.0
watch1,1768546243212,84.0
watch1,1768546244212,84.0
watch1,1768546245212,84.0
watch1,1768546246212,84.0
watch1,1768546247212,84.0
watch1,1768546248212,84.0
watch1,1768546249212,84.0
watch1,1768546250212,84.0
watch1,1768546251212,84.0
watch1,1768546252212,84.0
watch1,1768546253212,84.0
watch1,1768546254212,84.0
watch1,1768546255212,84.0
watch1,1768546257388,77.0
watch1,1768546258388,77.0
watch1,1768546259388,77.0
watch1,1768546260388,77.0
watch1,1768546261388,77.0
watch1,1768546262388,77.0
watch1,1768546263388,77.0
